;origin;destination;departure;drone
1484;(9.651422472582377, 52.351478453030296);(9.75230308982926, 52.31980280670446);00:28:38.46;M600
1485;(9.651997853918614, 52.388594493573606);(9.688498207989257, 52.39694979071066);00:28:39.61;Amzn
1486;(9.79912674083866, 52.384239403566696);(9.788652851483427, 52.34986002356285);00:28:40.77;M600
1487;(9.730468139797551, 52.319620166481485);(9.662437955217259, 52.43256360170104);00:28:41.93;M600
1488;(9.762805939522023, 52.330463805334325);(9.777714228501127, 52.372094784551656);00:28:43.09;Amzn
1489;(9.799754326839757, 52.391021086978114);(9.733609030668044, 52.33724751626482);00:28:44.24;M600
1490;(9.76330212235281, 52.34850062054722);(9.812378567946395, 52.32712234562436);00:28:45.40;M600
1491;(9.780419501980669, 52.387875660843534);(9.721280049366014, 52.39505307758938);00:28:46.56;M600
1492;(9.767805616026303, 52.302863260816466);(9.69661888041973, 52.34544680791875);00:28:47.71;M600
1493;(9.670179291443853, 52.36618621942221);(9.837580324337218, 52.30626645767461);00:28:48.87;W178
1494;(9.829261782657333, 52.37347230994168);(9.797878922255748, 52.42137216792001);00:28:50.03;M600
1495;(9.688936465793626, 52.30923047226509);(9.78613388493132, 52.394852054192896);00:28:51.19;M600
1496;(9.772118436772006, 52.39100663631337);(9.688205134071074, 52.37512031056619);00:28:52.34;Amzn
1497;(9.83069703900737, 52.433032580979365);(9.791238124926307, 52.38819355116151);00:28:53.50;M600
1498;(9.827341357790159, 52.386832720299175);(9.698544280658405, 52.4280520509995);00:28:54.66;M600
1499;(9.818856310141642, 52.367704707158886);(9.725381208252292, 52.369631411731646);00:28:55.81;W178
1500;(9.770505551499902, 52.31581646888583);(9.783817165063176, 52.41632003327329);00:28:56.97;Amzn
1501;(9.655953540308651, 52.3602305283286);(9.766223784016306, 52.38813124255839);00:28:58.13;Amzn
1502;(9.677695722552528, 52.33436172497655);(9.792051269022494, 52.41635323728285);00:28:59.29;W178
1503;(9.709359407492975, 52.35296503869036);(9.825915583354604, 52.43295578487436);00:29:00.44;W178
1504;(9.779143607526619, 52.393120785700745);(9.787453957718279, 52.373497263640196);00:29:01.60;M600
1505;(9.713425207496734, 52.39488702604207);(9.724455614688901, 52.3727442741573);00:29:02.76;M600
1506;(9.727193243319045, 52.38204196388737);(9.700057521672376, 52.336248717914046);00:29:03.92;M600
1507;(9.653840546654976, 52.425252282964244);(9.74455796869117, 52.3191860130774);00:29:05.07;M600
1508;(9.769913682874604, 52.43160115494928);(9.669994771935801, 52.33722799507195);00:29:06.23;W178
1509;(9.765795106114952, 52.38697449943544);(9.805589209835261, 52.345534611935115);00:29:07.39;M600
1510;(9.735203876428237, 52.37935549662938);(9.842932537819015, 52.32360164582362);00:29:08.54;M600
1511;(9.650719804768215, 52.35352841254195);(9.702958713667401, 52.38292628899371);00:29:09.70;Amzn
1512;(9.643559429254811, 52.38980150324424);(9.727163999850212, 52.40924369597045);00:29:10.86;W178
1513;(9.807067336019038, 52.40661754170055);(9.760244120768796, 52.344194226973606);00:29:12.02;W178
1514;(9.78975572342631, 52.370328351738664);(9.794677705961213, 52.334065365645415);00:29:13.17;M600
1515;(9.702688521456473, 52.29846742622642);(9.684213858290006, 52.38106516338034);00:29:14.33;M600
1516;(9.69731881056518, 52.35316575502262);(9.67764758750221, 52.41568622388798);00:29:15.49;Amzn
1517;(9.72053556247008, 52.38469489529976);(9.669948140366506, 52.342903522633186);00:29:16.64;M600
1518;(9.724146194280834, 52.36587260117793);(9.683217999538343, 52.40571553865844);00:29:17.80;Amzn
1519;(9.787119919776245, 52.30664110886612);(9.822930496237431, 52.38242246321975);00:29:18.96;Amzn
1520;(9.844218593744666, 52.33560555757285);(9.791547072324851, 52.36609656280228);00:29:20.12;Amzn
1521;(9.826370883522907, 52.39593583875499);(9.759025616759212, 52.43624135975863);00:29:21.27;M600
1522;(9.72697036800042, 52.30973691915269);(9.674477029041247, 52.36231007134228);00:29:22.43;W178
1523;(9.764327683938204, 52.391810202451104);(9.755257561661034, 52.37651232231917);00:29:23.59;M600
1524;(9.717472723871031, 52.393541765409736);(9.700970234950631, 52.41062857346787);00:29:24.74;M600
1525;(9.694298506779232, 52.39654184540538);(9.664871981801026, 52.43269898904527);00:29:25.90;Amzn
1526;(9.79261701014086, 52.4380972374039);(9.74594045923596, 52.36138746095495);00:29:27.06;W178
1527;(9.764361598898427, 52.31028213486738);(9.707411825096568, 52.32787421219642);00:29:28.22;M600
1528;(9.788619540094896, 52.31299834701519);(9.737341343617876, 52.342563819031284);00:29:29.37;M600
1529;(9.65761734325594, 52.36391365545098);(9.789861842285712, 52.4281916653556);00:29:30.53;M600
1530;(9.810737359285861, 52.366306464099395);(9.784271639388558, 52.30000731201719);00:29:31.69;M600
1531;(9.690029913412337, 52.31462185545452);(9.654703024836788, 52.30125069245525);00:29:32.85;W178
1532;(9.721846827976847, 52.37191777802255);(9.741087693034135, 52.40119016016283);00:29:34.00;Amzn
1533;(9.660125833616751, 52.40062398214632);(9.72512415817888, 52.3887353190002);00:29:35.16;M600
1534;(9.657134785201682, 52.412588685998585);(9.671678670152676, 52.317329211981736);00:29:36.32;M600
1535;(9.658604656030446, 52.31438051026655);(9.652828919066343, 52.393765309593505);00:29:37.47;Amzn
1536;(9.715533073396255, 52.350504640008594);(9.82457168414119, 52.35814830889817);00:29:38.63;W178
1537;(9.803001133915751, 52.303677780822376);(9.700124510295083, 52.40836984927165);00:29:39.79;W178
1538;(9.817358796036444, 52.325884590473535);(9.67372664140154, 52.32882913642637);00:29:40.95;Amzn
1539;(9.76422470867345, 52.37411450739371);(9.661902377545145, 52.30980579589033);00:29:42.10;W178
1540;(9.776188683118527, 52.29974075934896);(9.833837248639385, 52.32265155240429);00:29:43.26;W178
1541;(9.693177010712166, 52.310624679401684);(9.800308807111954, 52.41211491772993);00:29:44.42;Amzn
1542;(9.75375419053499, 52.418057870763725);(9.824264701356418, 52.33683284197152);00:29:45.57;Amzn
1543;(9.819719473944259, 52.436292358558134);(9.689410155861324, 52.3710441462955);00:29:46.73;Amzn
1544;(9.723238118181635, 52.37458128317536);(9.76632330977882, 52.30371490884356);00:29:47.89;M600
1545;(9.8220264392607, 52.380403757548294);(9.739398635882742, 52.322008918403974);00:29:49.05;M600
1546;(9.7592182178218, 52.36690549717995);(9.72669412435341, 52.325615889983865);00:29:50.20;W178
1547;(9.648312174380157, 52.32207713696941);(9.706804149044393, 52.37486366075963);00:29:51.36;M600
1548;(9.720695141454327, 52.408878576648846);(9.669673129057303, 52.38424612703902);00:29:52.52;W178
1549;(9.728182951027367, 52.41658799598284);(9.687376944204532, 52.31363337486575);00:29:53.68;Amzn
1550;(9.72319564990903, 52.38535545570992);(9.68029236874913, 52.40725178112732);00:29:54.83;Amzn
1551;(9.687440861786301, 52.40622759896118);(9.841484546590733, 52.35981247161199);00:29:55.99;W178
1552;(9.831866058114999, 52.41218636314481);(9.805673714963412, 52.349944409337716);00:29:57.15;M600
1553;(9.706340998552864, 52.3014031294097);(9.737504817727054, 52.40171740109698);00:29:58.30;M600
1554;(9.677659860952522, 52.2996842700046);(9.839770699432583, 52.34524087733347);00:29:59.46;M600
1555;(9.839852642498165, 52.36799218574605);(9.736890357286992, 52.378030915483265);00:30:00.62;W178
1556;(9.693931540443117, 52.317275381101595);(9.70590231068715, 52.32272239046562);00:30:01.78;M600
1557;(9.724903397394908, 52.353880161051606);(9.729015989811725, 52.34023128818234);00:30:02.93;M600
1558;(9.790654744641438, 52.34573387396095);(9.706776959863502, 52.36830368626583);00:30:04.09;M600
1559;(9.837169278473498, 52.38993934529788);(9.65904873743905, 52.3657648687946);00:30:05.25;Amzn
1560;(9.722496042893766, 52.42773819525998);(9.839142603940505, 52.4331180855817);00:30:06.40;M600
1561;(9.684128099013105, 52.35294625781304);(9.793362871003529, 52.320089057656915);00:30:07.56;M600
1562;(9.831253626662434, 52.33133032847244);(9.77659036184615, 52.36608666763654);00:30:08.72;M600
1563;(9.78857604390051, 52.40969704422815);(9.67025499848348, 52.41487294923977);00:30:09.88;M600
1564;(9.822893798831185, 52.337402097355294);(9.673879298642955, 52.40777106389303);00:30:11.03;Amzn
1565;(9.741401570508554, 52.41301004438387);(9.745243994997365, 52.4293185302665);00:30:12.19;Amzn
1566;(9.814443914218264, 52.32382949257028);(9.788872653854488, 52.38050096006894);00:30:13.35;Amzn
1567;(9.786277311796882, 52.30791834942855);(9.668482741598996, 52.326035391014884);00:30:14.51;W178
1568;(9.686636293218983, 52.29932920802054);(9.758654315100367, 52.35251264142273);00:30:15.66;W178
1569;(9.78731650348185, 52.40754600974863);(9.780896204789986, 52.37720665312731);00:30:16.82;M600
1570;(9.811215812629591, 52.38232073526506);(9.686818877474776, 52.39429825522918);00:30:17.98;M600
1571;(9.683274256876564, 52.40290139545004);(9.822412150692132, 52.33672488357635);00:30:19.13;M600
1572;(9.65709779928761, 52.32446730664608);(9.755959210421269, 52.41369971918826);00:30:20.29;M600
1573;(9.651129326804684, 52.385340393051);(9.697681564192582, 52.357111275529384);00:30:21.45;Amzn
1574;(9.73175354074894, 52.33694421041656);(9.776704327097008, 52.39046343306012);00:30:22.61;Amzn
1575;(9.692074067423917, 52.32705206405339);(9.6695018500196, 52.308262543878705);00:30:23.76;Amzn
1576;(9.800382219170686, 52.339043181823975);(9.732022582749849, 52.320856379326436);00:30:24.92;Amzn
1577;(9.829647982098104, 52.30437720765313);(9.68084434084669, 52.35420659855382);00:30:26.08;Amzn
1578;(9.760737578231277, 52.34725550263437);(9.722225811992493, 52.418910080516206);00:30:27.23;M600
1579;(9.645264049632674, 52.36308411663731);(9.817115428823103, 52.39704439945418);00:30:28.39;W178
1580;(9.683044949411089, 52.38321835635954);(9.759943936880095, 52.42076451823715);00:30:29.55;M600
1581;(9.692457868494312, 52.38202357357892);(9.83476434536939, 52.42949643042678);00:30:30.71;M600
1582;(9.7953311697641, 52.368801466590874);(9.749857203264373, 52.35089250226564);00:30:31.86;M600
1583;(9.695001895145994, 52.29870267379806);(9.82647092979461, 52.35511316552841);00:30:33.02;W178
1584;(9.774779509474046, 52.414594333508006);(9.834781839686258, 52.37861997731861);00:30:34.18;M600
1585;(9.64945955662085, 52.40908194000125);(9.651478339130414, 52.358702984767646);00:30:35.33;M600
1586;(9.825575156468618, 52.39527681479671);(9.773869369207867, 52.3047830199932);00:30:36.49;M600
1587;(9.781686900254881, 52.432527838687164);(9.828347704286283, 52.43391236438025);00:30:37.65;M600
1588;(9.765775769766464, 52.344445530914314);(9.842443339801884, 52.33666439802592);00:30:38.81;M600
1589;(9.723591074108734, 52.40209683993631);(9.707124951030751, 52.34065058368716);00:30:39.96;W178
1590;(9.678454529928242, 52.38209811904952);(9.79426452032718, 52.43122161683027);00:30:41.12;W178
1591;(9.676723962373948, 52.31679740941952);(9.71454400385109, 52.425741228693624);00:30:42.28;M600
1592;(9.812634105540996, 52.39849891240601);(9.844139312117775, 52.4102390958095);00:30:43.44;Amzn
1593;(9.841908668186516, 52.3492515249415);(9.758466872746332, 52.41217941990297);00:30:44.59;M600
1594;(9.755510261709468, 52.3026915881734);(9.762282082471822, 52.37654827518136);00:30:45.75;M600
1595;(9.785185085951401, 52.40225482087425);(9.771962765808759, 52.39137338201239);00:30:46.91;M600
1596;(9.715795968868505, 52.43285535162411);(9.668891275607914, 52.37428661291579);00:30:48.06;W178
1597;(9.737922069548633, 52.384654649220955);(9.722217608478141, 52.41347414015199);00:30:49.22;M600
1598;(9.749572550725771, 52.30961841123358);(9.700000662032052, 52.3254101615408);00:30:50.38;M600
1599;(9.701825332266262, 52.30575725332021);(9.677304535811858, 52.428526056043204);00:30:51.54;Amzn
1600;(9.791655216965744, 52.437594058104835);(9.717082754326967, 52.43440991892008);00:30:52.69;Amzn
1601;(9.712296545694503, 52.43051226218542);(9.724322834988653, 52.30272282534551);00:30:53.85;M600
1602;(9.743969253517445, 52.405175974142544);(9.692624744264137, 52.355916828715756);00:30:55.01;M600
1603;(9.655954482197751, 52.32151603990661);(9.818395424221379, 52.34807722448105);00:30:56.16;M600
1604;(9.75386201726188, 52.3455789527447);(9.7479724130347, 52.31283235211348);00:30:57.32;Amzn
1605;(9.81282242581638, 52.32837989481255);(9.749962795521233, 52.35993247879483);00:30:58.48;Amzn
1606;(9.708478613014673, 52.367125122094464);(9.778443735415106, 52.33754757756402);00:30:59.64;Amzn
1607;(9.762845587439292, 52.30921167032684);(9.819263099015686, 52.300562656019906);00:31:00.79;Amzn
1608;(9.736793263859362, 52.30643078663809);(9.753511589665365, 52.37523548964246);00:31:01.95;M600
1609;(9.772928816374899, 52.4155968567383);(9.730489483404716, 52.40622990538247);00:31:03.11;M600
1610;(9.813966113094361, 52.305926852933936);(9.718790315571894, 52.3481023928022);00:31:04.27;W178
1611;(9.80072813700378, 52.31780260576676);(9.810171055474632, 52.347408775258174);00:31:05.42;M600
1612;(9.794740251839459, 52.37321118860854);(9.696392672791303, 52.31480312917709);00:31:06.58;M600
1613;(9.684602531180493, 52.427042980390226);(9.814189196120013, 52.368944592485164);00:31:07.74;Amzn
1614;(9.802599782646928, 52.34295514724299);(9.803511956415889, 52.37502556070016);00:31:08.89;M600
1615;(9.812500525106932, 52.37382632251403);(9.790417017120532, 52.39128216170751);00:31:10.05;Amzn
1616;(9.781287336580093, 52.42489571100231);(9.668415545475199, 52.395554701152385);00:31:11.21;M600
1617;(9.800100614325187, 52.30090379018639);(9.813914040764185, 52.40113581547124);00:31:12.37;Amzn
1618;(9.79575978265209, 52.381871637458374);(9.713886772450072, 52.36935194297401);00:31:13.52;M600
1619;(9.68195120753331, 52.31665567896232);(9.64998835796817, 52.32641052281263);00:31:14.68;M600
1620;(9.830534549122282, 52.36897826071725);(9.83654917520761, 52.42309675999509);00:31:15.84;M600
1621;(9.759682765710854, 52.38335029284184);(9.738098702874181, 52.308815580610876);00:31:16.99;W178
1622;(9.80905214444364, 52.3185593284771);(9.668464843070574, 52.43046150324546);00:31:18.15;W178
1623;(9.772297503738827, 52.39004500985551);(9.718844442812854, 52.43217928809951);00:31:19.31;M600
1624;(9.704026956957488, 52.40634943813174);(9.669862910974567, 52.363718637663496);00:31:20.47;M600
1625;(9.71782381566082, 52.40310908873413);(9.653139564316815, 52.370552483549815);00:31:21.62;M600
1626;(9.740927808885798, 52.37594513282275);(9.828587097930765, 52.3428529880506);00:31:22.78;Amzn
1627;(9.789019966672841, 52.36358554883868);(9.833336674530196, 52.3140192256998);00:31:23.94;M600
1628;(9.804404708604983, 52.307671229224255);(9.752568536081828, 52.32068252295947);00:31:25.10;W178
1629;(9.710181432295924, 52.41744539477622);(9.71967914725992, 52.37157677781788);00:31:26.25;Amzn
1630;(9.844072765302984, 52.434346105371105);(9.727889076312305, 52.3501715073249);00:31:27.41;M600
1631;(9.679687010224692, 52.39298812684019);(9.699267474141525, 52.33391175252425);00:31:28.57;W178
1632;(9.697525629529578, 52.36256935173101);(9.72151783384435, 52.407510978446126);00:31:29.72;M600
1633;(9.684183885265895, 52.32786203107277);(9.755198457181633, 52.374017647040674);00:31:30.88;Amzn
1634;(9.775405030572148, 52.35906018964595);(9.843690786154331, 52.346796837413216);00:31:32.04;M600
1635;(9.8189873102628, 52.436396035447714);(9.7442826649552, 52.34491052277268);00:31:33.20;Amzn
1636;(9.80224203744815, 52.36981284913819);(9.745226389564282, 52.314557873063265);00:31:34.35;Amzn
1637;(9.714886572391867, 52.304620743246126);(9.745223663304072, 52.437408936360505);00:31:35.51;W178
1638;(9.645573869192418, 52.32090172066962);(9.797846742565046, 52.32207354144588);00:31:36.67;M600
1639;(9.744565731308267, 52.35216227502757);(9.75506248029516, 52.42016272190914);00:31:37.82;W178
1640;(9.658525154834438, 52.34119481308557);(9.803152040688737, 52.42377351668475);00:31:38.98;M600
1641;(9.818679545304361, 52.34005941091149);(9.761907647681884, 52.33045062227242);00:31:40.14;Amzn
1642;(9.66656006397544, 52.305791835544916);(9.67928485293372, 52.350878652189635);00:31:41.30;M600
1643;(9.770808465456772, 52.331148577659384);(9.668001422539865, 52.33263964038634);00:31:42.45;Amzn
1644;(9.68937452016184, 52.39894321811036);(9.77342229814642, 52.435395329704185);00:31:43.61;W178
1645;(9.71057441343199, 52.31275866281815);(9.809493108156252, 52.32872731411332);00:31:44.77;M600
1646;(9.807574268617154, 52.41446916486315);(9.77082656871695, 52.42374484169899);00:31:45.92;Amzn
1647;(9.652597779626813, 52.381507116445896);(9.6672245071597, 52.3473357758329);00:31:47.08;M600
1648;(9.813942270581498, 52.350290779632374);(9.721837569004316, 52.41473941331003);00:31:48.24;M600
1649;(9.730525398584692, 52.31429344382301);(9.754830396125053, 52.43456728626139);00:31:49.40;M600
1650;(9.645683247739802, 52.42551454530162);(9.711979053341965, 52.41663429713184);00:31:50.55;M600
1651;(9.810765567068717, 52.430083427874244);(9.715519149976094, 52.436513637754366);00:31:51.71;M600
1652;(9.832647570756352, 52.3979354040172);(9.685509862125176, 52.419966617628795);00:31:52.87;Amzn
1653;(9.839348783577474, 52.37124026872014);(9.765086795856552, 52.395581697472075);00:31:54.03;Amzn
